Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_abbr,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,img_id,image_id,trade_price,real_cost,cellar_price,enoteca_price,mark-up,margin_%,Source,
ON,by_btl,Red,Italy,Trentino-Alto Adige,,,4152,2010,,Alois Lageder Pinot Noir DOC,拉格德酒园黑皮诺干红葡萄酒                              ,750,, Pinot Nero /100%,,,,,,"Medium ruby color with a garnet shimmer. Clean, somewhat earthy varietal aromas with notes of red fruit, cherries and some spiciness. Fruity with medium body, this wine offers fresh finish with good length and elegance.
Food Suggestion: White and red meat, poultry, duck, venison, cheeses. 红宝石般的色泽闪烁着石榴红的光泽。葡萄品种特有的芳香十分纯净，散发着红果、樱桃与些许香料清香，果味柔和，酒体适中。回味清新持久，风格颇为优雅。条件适宜可窖藏3-5年。
可搭配红、白肉类，禽类、鸭肉、野味及乳酪美味无比。
",,alois_lageder_pinot_noir_nv.png,¥	239.00,¥	186.00,¥	223.20,¥	470.00,153%,60%,ASC,
ON,by_btl,Red,Argentina,North,Salta,Cafayate,4283,2009,,Bodega Colemé Estate Malbec,佳乐美酒庄莫贝庄园红葡萄酒                              ,750,14.5%,"Malbec/85%
Tannat/8%
Cabernet Sauvignon/3%
Syrah/2%
Petit Verdot/2%",,92,90,,,"Brilliant and very intense red color, this wine is concentrate and complex to the nose, with a lot of spice( pepper and clove), black fruits ( black cherry and currant ) and a floral touch ( violet). It is powerful and fresh in the same time in the mouth; well integrate oak giving more complexity and very round and harmonious tannins.
此酒呈明亮和浓郁的红色。芳香馥郁复杂，呈现出辛辣（胡椒粉和丁香），黑水果（黑樱桃和醋栗）和紫罗兰花的气息。口感强劲不失鲜爽，橡木桶陈酿赋予其复杂圆润的口感以及和谐的单宁。",,colome_malbec_2007.png,¥	238.00,¥	186.00,¥	223.20,¥	470.00,153%,60%,ASC,
ON,by_btl,Red,Australia,South Australia,,,4201,2010,,Wolf Blass President Selection Shiraz,澳大利亚禾富酒园总统特选南澳设拉子干红葡萄酒                              ,750,,Shiraz/100% ,,,87,,,"A deep, dark red color. The bouquet is intense, peppery and full of spiced fruit and chocolate characters. These flavors are also evident on the rich and full-bodied palate with sweet fruit and very good structure. The finish is long and lingering courtesy of the fine grained wood tannins.
Enjoy with rich, spiced meat and vegetable dishes.
深红的色泽。浓郁的胡椒、辛香水果及巧克力的独特芬芳，相同的口味充盈口腔，同时伴有甜果的清香。果味香甜，口味丰富，酒体丰腴，结构细腻，有层次，回味中可品出木质单宁精致而微妙的口味。
搭配香辣味浓的肉类或蔬菜类菜肴鲜美可口。

",,wolf_blass_presidents_selec_shiraz.png,¥	240.00,¥	187.00,¥	224.40,¥	470.00,151%,60%,ASC,
ON,by_btl,Red,Germany,Rheingau,,,4183,2008,,"Kunstler Pinot Noir ""Tradition""dry",孔斯特艺术家黑皮诺红葡萄酒,750,,,,,,,,,,,,¥	188.00,¥	225.60,¥	480.00,155%,61%,GFW,
ON,by_btl,Red,Spain,Rioja,,,4178,2007,,"Marques de Riscal Reserva, Rioja DOCa",瑞格尔侯爵酒园里奥哈陈年特酿法定产区干红葡萄酒                              ,750,," Tempranillo /90%
Graciano y Mazuelo /10%  
",,,,,,"
Intense red in color with delightfully spicy and complex aromas, highlighted by licorice and subtle oaky notes. This wine offers a soft finish, with subtle, lingering hints of toast.
Enjoy with roasted meats, garlic sautéed vegetables and stews. 
酒体呈深红色泽，宜人的辛香与复杂的酒香在微妙的橡木与甘草的清香衬托下更为突出。回味柔和，精致，几分土司芬芳延绵不绝。
搭配烤肉，及咖喱为辅料的蔬菜或炖肉味道鲜美。
",,Marques_de_riscal_rioja_reserva_2003.png,¥	242.00,¥	189.00,¥	226.80,¥	480.00,154%,61%,ASC,
ON,by_btl,Red,Italy,Piedmont,Nebbiolo d'Alba,,4102,2009,,Poderi Colla Nebbiolo d'Alba,科莱-内比奥罗红葡萄酒,750,,,,,,,,,,,,¥	190.00,¥	228.00,¥	490.00,158%,61%,SND,
ON,by_btl,Red,Italy,Tuscana,Chianti,,4137,2009,,Castellare di Castellina Chianti Classico,凯胜泰利-经典克安蒂红葡萄酒,750,,,,,,,,,,,,¥	190.00,¥	228.00,¥	480.00,153%,60%,SND,
ON,by_btl,White,Australia,Western Australia,Margaret River,,2096,2003,,Leeuwin Estate Art Series Chardonnay,露纹酒园莎当妮干白葡萄酒                           ,750,,,,,,,,,,,,¥	600.00,¥	720.00,"¥	2,180.00",263%,72%,SM,
ON,by_btl,Red,France,Bordeaux,St. Emilion,,4033,2010,,Chateau des Laurets Puisseguin Saint Emilion,劳蕾丝古堡红葡萄酒 (别名：右岸小拉菲)                              ,750,,"Merlot/80%
Cabernet Sauvignon/20%
",,,,,,"Dark purple colour with charming ripe fruit (raspberry and cherry) , associated with a fine touch of smokiness and spices. On the palate, very rond attack, typical from nice ripe Merlot, packed with velvety tannins. A well balanced acidity is giving long and fresh fruity aftertaste. 
Medium bodied structured with a good balance, this fine wine presents about 12 years of aging potentiel (in good cellaring conditions)
酒体色泽呈深紫色，诱人的成熟浆果（覆盆子和樱桃）芳香中夹带着一丝烟熏和香料的香气。在口感上，圆润并展现了典型的成熟梅洛特质，丹宁如天鹅绒般柔软。酸度平衡的结构带来了果香及持久的回味。中等的酒体结构和良好平衡度，此酒可储存12年（在优良的地窖环境中）。",,chateau_des_laurets_2005.png,¥	246.00,¥	192.00,¥	230.40,¥	480.00,150%,60%,ASC,
ON,by_btl,White,Australia,Victoria,,,2097,2010,,Yering Station Little Yering Chardonnay,优伶 小优伶 霞多丽干白葡萄酒,750,13.00%,Chardonnay,,,,,,"浅稻草色。浓郁的矿物质气息间散发着白油桃和柑橘的果香。口感丰富，清新优雅，酒体适中。敲到好处的橡木气息很好的的支撑了其果香，酸度平衡。结构良好，回味悠长，是一款典型的冷气候美酒，可陈放若干年。Pale Straw. Great intensity with mineral notes, white nectarine and citrus flavours. This wine shows a creamy, nutty complexity with freshness and elegance. Medium weight with clean citrus fruit supported by well integrated French oak and balanced acidity. Great structure and length in the finish, this wine shows typical cool climate characteristics and will reward medium term cellaring.",,,¥	160.00,¥	128.00,¥	153.60,¥	390.00,205%,67%,TWR,
ON,by_btl,Red,France,Bordeaux,St. Emilion,,4034,2010,,Château Barrail du Colombier Cuvée traditionelle,巴赫古堡窖藏特級紅葡萄酒,750,,,,,,,,,,,¥	258.00,¥	193.00,¥	231.60,¥	490.00,154%,61%,SCH,
ON,by_btl,Red,US,Oregon,,,4272,2010,,Erath Oregon Pinot Noir,艾拉斯黑皮诺红葡萄酒                              ,750,,Pinot Noir/100% ,,,,,,"Bright, fresh fruit aromas of cherry, raspberry, and blueberry fill the glass.  Youthfully exuberant with lots of sweet fruit on the palate with hints of spice and vanilla. So versatile with food – fish, fowl, beef, pasta...the perfect house red!
 樱桃，红莓及蓝莓等水果的芳香盈满酒杯，风味清新而明快。大量香甜果味在味蕾上汹涌澎湃，伴有淡淡的香料与香草回味。适于搭配多款美食—如鱼类,禽肉,牛肉,意面等……一款完美的可于家中享用的红酒。
",,erath_pinot_noir_nv.png,¥	248.00,¥	193.00,¥	231.60,¥	490.00,154%,61%,ASC,
ON,by_btl,Red,Italy,Tuscana,Chianti,,4138,2009,,Pietro Beconcini Chianti Riserva DOCG,皮埃特罗毕克奇珍藏基安蒂红葡萄酒(意大利保证法定产区),750,13.50%,"Sangiovese /70%
Ciliegiolo, Canaiolo, Malvasia nera/ 30%",,,,,,"Colour: purple-edged deep ruby. Nose: Rich, showing berry fruit and subtle vanilla. Palate: lovely velvety texture, supported by expressive
Tannins.
颜色：带有紫色边缘的深红宝石色。香气：丰富，带有浆果和香草的气味。口感：如天鹅绒般的质地，同时有丰富的单宁支撑。",,Pietes_becoucimi_riserva_chianti.png,¥	218.00,¥	196.00,¥	235.20,¥	490.00,150%,60%,BwA,
ON,by_btl,Sparkling Rosé,Germany,,,,1046,2005,,Bardong Rudesheimer Klosterberg Pinot Noir Rose Sekt Brut,芭栋黑品乐玫瑰气泡酒,750,,,,,,,,,,,,¥	197.00,¥	236.40,¥	480.00,144%,59%,GFW,
ON,by_btl,White,Australia,Victoria,Yarra Valley,,2098,2008,,Beelgara Regional Reserve Chardonnay Yarra Valley,贝加拉亚拉山谷霞多丽白葡萄酒（珍藏版）,750,12.00%,Chardonnay,,,,,,"其优雅而精巧的结构中富有桃、热带水果的芬芳，口感丝滑顺畅，回味绵长。
This attractive and elegant white wine is made from Chardonnay grape. It has attractive aromas of peaches and tropical fruit. The palate is soft and silky with a sustained length of flavor.",,beelgara_yarra_valley_chardonnay.png,¥	148.00,¥	72.00,¥	86.40,¥	280.00,289%,74%,Tohzen,
ON,by_btl,Red,Austria,Niederosterreich,Kremstal,,4190,2009,,"Weingut Nigl Cuvee Point, Kremstal, Austria",尼玖  庞恩特红葡萄酒,750,13.50%,"Zweigelt
Merlot
St. Laurent",,,,,,"深色宝石红和石榴红色泽，烟熏和果味中略带奶油和坚果的香气，成熟的莓类水果、橄榄和板栗味道，松露的精妙香气中略带苦巧克力味，绵甜中带苦，具有咖啡、烤面包、榛子和甜李子沙司的复杂香气。单宁紧实有力，果味成熟和谐，回味悠长持久，是一款强劲饱满的果味美酒。Dark ruby-garnet with black core and crimson rim; roasted-smoky fruit displaying creamy nut aromas and ripe - almost overripe - berry fruit, olives and chestnut notes, fine nose of truffle and bitter chocolate; lardy-sweet palate with roasted aromas of coffee and toast, hazelnuts and sweet plum pesto, firm, powerful tannins, mature and harmoniously-integrated; long and substantial on the finish, robust and full, a fruit-driven wine ",,,¥	330.00,¥	198.00,¥	237.60,¥	500.00,153%,60%,TWR,
ON,by_btl,Red,Argentina,Cuyo,Mendoza,,4280,2010,,Lafite Amancaya Gran Reserva Malbec Cabernet Sauvignon,拉菲家族安第斯红葡萄酒                              ,750,,"Malbec/50%
Cabernet Sauvignon/50%",,,,,,"
Deep purple-red colour. Fruit driven wine, with appealing red and black cherry flavours,
blackcurrant and plums with a hint of vanilla and cedar. On the palate it has a nice tannic texture,
round and well-balanced.
Notes of vanilla and chocolate coming from the French oak.
 酒体为深紫红色。果味芬芳，有着迷人的红樱桃，黑樱桃的香味，并带有香草和雪松的黑醋栗和李子香气。单宁质地佳，口感圆润均衡。法国橡木桶中散发出香草和巧克力的香味。

",,Amancaya_gran_reserva_malbec_cabernet_nv.png,¥	199.00,¥	199.00,¥	238.80,¥	500.00,151%,60%,ASC,
ON,by_btl,White,New Zealand,South Island,West Auckland,,2099,2009,,Kumeu River Village Chardonnay,库妙河 乡村霞多丽白葡萄酒,750,13.00%,Chardonnay,,,,,,"The 2009 Village Chardonnay gives delicate aromas of fresh peaches, baking bread and orange blossom with a hint of crushed stones. Medium bodied with a good amount of ripe apple and yeasty flavors, it has refreshing acidity, a gentle creaminess to the texture and a long finish. ",,,¥	165.00,¥	132.00,¥	158.40,¥	390.00,195%,66%,TWR,
ON,by_btl,Red,France,Bourgogne,Beaujolais,,4074,2009,,"Château des Jacques Cru Morgon AOC, Louis Jadot",路易亚都世家雅克城堡摩根法定产区干红葡萄酒                              ,750,,Gamay/100%,,,,,,"With a deep sherry color, developing walnut and little red fruits aromas, this wine has silky tannins that will help him to age.
It will be a perfect partner for charcuteries, italian foods, red and white meats when young. Getting older, it will match perfectly with game.
此酒具有如雪利酒般的深色色泽，带有胡桃木及小型红色果实的香味，如丝般柔顺的单宁令陈年后的酒更具魅力。此酒年轻时适宜搭配熟食，意大利美食及红白肉类。陈年后与野味则有着完美的搭配。",,Louis_Jadot_Morgon.png,¥	258.00,¥	201.00,¥	241.20,¥	510.00,154%,61%,ASC,
ON,by_btl,Red,Italy,Tuscana,IGT Rosso,,4129,2010,,Tenuta dell'Ornellaia Le Volte Toscana IGT,乐福特红葡萄酒                              ,750,,"Merlot/50% 
Sangiovese/30%
Cabernet Sauvignon/20%
",,,,,,"The hot and sunny climate gave us a remarkably appealing Le Volte, with rich, intense fruit and spice notes, and no trace of over-ripeness. On the palate boasts a smooth, velvety mouthfeel, with glossy tannins and a lively, crisp acidity, both contributing to its impressive balance, and it concludes with very lengthy finish.
气候炎热，阳光充足，为该年份的乐福特带来浓郁丰富而不过熟的水果及香料的芬芳气息。口感如丝绒般顺滑，丝滑单宁和爽脆酸度，更使这款酒异常均衡，余味悠久不散。",,Le_Volte_dell_Ornellaia_2010.png,¥	258.00,¥	201.00,¥	241.20,¥	490.00,144%,59%,ASC,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4206,2010,,Saltram Mamre Brook Shiraz,索莱酒园玛丽小溪设拉子干红葡萄酒                              ,750,,Shiraz/100%,,,,,,"The 2002 Mamre Brook Shiraz has great depth. The nose shows intense blackcurrant and plum with hints of licorice, spice and chocolate. On the palate the wine offers generous, rich characters of dark berry, plum and mocha with fine, softly textured tannins. 此款设拉子颇为深沉。浓郁的香气中蕴含黑醋栗、李子及些许甘草、香料和巧克力的淡雅气息。口味醇浓，富含丰饶的黑莓、李子及摩卡咖啡味道。单宁柔和，颇具质感。",,Saltram_barossa_mamre_brook_shiraz_nv.png,¥	258.00,¥	201.00,¥	241.20,¥	510.00,154%,61%,ASC,
ON,by_btl,Red,France,Languedoc-Roissillon,VDP d’Val,,4092,2008,,Trienne Triennes St Auguste,恬宁奥古斯红葡萄酒,750,13.50%,"Syrah
Cabernet Sauvignon
Merlot",,,,,,"St-Augstine is the flagship of our red wine, it is a selection of our best cuvees of Syrah, Cabernet Sauvignon and Merlot. This wine elegantly associates warmth and richness with finesse and harmony",,,¥	209.00,¥	209.00,¥	250.80,¥	530.00,154%,61%,KER,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4207,2010,,Glaetzer Wallace,格雷策酒庄华莱士红,750,15.0%,"Shiraz/80%
Grenache/20%",,89,89,,,"A hint of dark cherry from the grenache component in Wallace provides an attractive floral note to the nose. The palate is rich and full yet supple and fresh. The Shiraz component gives the wine backbone, flesh and body with the grenache adding a soft, vibrant juciness. Textural tannin components are supported by lively notes of plums and hints of cassis. Dark fruit's, spice and cigar box characters are the hallmarks of this fuller bodied 2010 Wallace. Very approachable in it's youth and will develop great complexity as it ages.
歌海娜展现出丰富的黑樱桃风味以及诱人的花香气，而西拉则构成整款酒的结构和骨架。两者混合后展现出馥郁饱满的酒体并依然保持新鲜柔顺的口感。丰富的单宁在甜李、醋栗、黑色浆果、香料和烟草风味的映衬下更体现出2010年份的亲和力，陈年能力可见一斑。",,glatzer_wallace.png,¥	230.00,¥	210.00,¥	252.00,¥	530.00,152%,60%,EMW,
ON,by_btl,Red,China,Ningxia,,,4314,2010,,Silver Heights Family Reserve,银色高地家族珍藏干红,750,,"Cabernet Sauvignon/50%
Cabernet Gernischt/50%",,,,15.5,,"Intense array of red and black fruits aromas. Rich, round with lovely fruit concentration; 12 months of aging in American oak. Limited production of 3,100 bottles.
这款酒有着扑鼻而来的红色浆果的香气，口感柔滑有着诱人的果味，结构均衡良好，在美国橡木桶内陈酿12个月，有些许香草味。",,,¥	255.00,¥	210.00,¥	252.00,¥	520.00,148%,60%,Torres,
ON,by_btl,Red,Australia,South Australia,Fleurieu,McLaren Vale,4225,2010,,Chapel Hill McLaren Vale Cabernet Sauvignon,礼拜山  麦克拉伦谷 赤霞珠干红葡萄酒,750,14.50%,Cabernet Sauvignon,,,,,,"“色泽深沉浓郁，充分体现了西拉的产区特色，同时却完美的表露出其品种特有的深色果香；完美的单宁与良好的木桶陈酿更是锦上添花。” “Deep, dense colour; just as with the Shiraz, the region speaks loud and clear, but does not pervert the excellent display of varietal fruit with its array of blackcurrant and mulberry (and dark chocolate) fruit; excellent tannins and good oak are further pluses. Screwcap.” ",,,¥	265.00,¥	212.00,¥	254.40,¥	530.00,150%,60%,TWR,
ON,by_btl,Red,New Zealand,South Island,Central Otago,,4248,2011,,Mount Difficulty Roaring Meg Pinot Noir,狄菲特山麓  萝瑞麦格黑比诺干红葡萄酒,750,14.00%,Pinot Noir,,,,,,"散发着迷人的深色果香，橡木的陈年增添了其复杂度。甜美而丰富，单宁优雅，回味悠长。 This wine exhibits a lovely mix of red and black berry fruits with further complexity gained from oak spice. The wine has a sweet berry entry which displays these same characters in abundance. Tannins rise gracefully out of the mid-palate to finish the wine. These are balanced by the wine’s acidity and fruit, to produce a long fruit driven finish.",,,¥	265.00,¥	212.00,¥	254.40,¥	530.00,150%,60%,TWR,
ON,by_btl,Red,China,Ningxia,,,4316,2009/2010,,Grace Vineyard Deep Blue,怡园深蓝干红,750,13.50%,"Cabernet Sauvignon/93%
Merlot/5%
Cabernet Franc/2%",,86,,,,"deep crimson color. aromas of dark berry fruits and a 'cedar like' oak influence. full, long and integrated palate, but allows the wines' individual varietal characters and subtle oak influence, to create complexity. 
明亮的深绯红色。呈现出扑鼻而来令人愉悦的复合香气，散发着明显的黑加仑，李子和雪松橡木味道。酒体中厚，圆润，开始呈现出它的复杂性。収结处感觉到单宁的柔和细腻，回味悠长，陈放后效果更佳。",,,¥	306.00,¥	214.00,¥	256.80,¥	540.00,152%,60%,Torres,
ON,by_btl,White,New Zealand,North Island,Hawkes Bay,,2100,2011,,Matua Valley Hawkes Bay Sauvignon Blanc,马腾山谷鹰湾白苏维翁干白葡萄酒                              ,750,,Sauvignon Blanc/100%,,,,,,"Aromas of gooseberry and apple dominate. The vibrant and lively palate has mineral and herbal tones over a core of apple and green melon. An appealing freshness and lingering intensity completes this elegant wine.
Pairs well with wild rocket and spinach tart with fetta and egg filling topped with roasted pine nuts and parmesan cheese. 醋栗与苹果的芳香十分突出。苹果与青瓜口味中透出些许矿物质与草药的清香，颇为宜人。回味清新醇浓，令此酒更添几分优雅气质。
搭配以芝麻菜、菠菜、羊乳酪、鸡蛋、烤松子为辅料的意大利干酪十分美味。
",,matua_valley_hawkes_bay_sauvignon_blanc_nv.png,¥	166.00,¥	129.00,¥	154.80,¥	390.00,202%,67%,ASC,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4042,2009,,Laleure Piot Burgogne Pinot Noir,丽朗碧奥庄园勃艮第黑品乐红葡萄酒,750,,Pinot Noir,,,,,,"有一个新鲜的和开放的花香味道扑鼻而来。在口感上,它是令人愉快的和柔软的。单宁柔滑和紧密。
This Bourgogne Pinot Noir 2009 has a fresh and open nose with floral notes. On the palate, it is pleasant and supple. Tannins are silky and well integrated.",,,¥	288.00,¥	216.00,¥	259.20,¥	540.00,150%,60%,Watsons,
ON,by_btl,Red,France,Bordeaux,St. Emilion,,4035,2009,,"Château de Lisse, Saint Emilion, Grand Cru",丽榭古堡圣爱美浓头等苑法定产区干红葡萄酒                              ,750,,"Merlot/75%
CabernetSauvignon /15%
Cabernet Franc/10%
",,,,,,"This wine boasts a ruby robe with black tints. Displays aromas of ripe blackcurrant, plum and vanilla. A full, dense mouth-feel ensures richness and body.
Enjoyed with rich flavored meat and vegetable dishes.
这支酒呈红宝石色，泛黑色光泽，带有成熟黑醋栗、李子和香草的香味，丰富醇厚的口感保证了酒体的饱满，搭配带浓郁口感的肉类及蔬菜十分合适。",,chateau_de_lisse_st_emilion_gc.png,¥	286.00,¥	223.00,¥	267.60,¥	560.00,151%,60%,ASC,
ON,by_btl,Sparkling,France,Crémant,,,1031,NV,,Charles de Fere Cuvee Jean Louis Blanc de Blancs,迪费路易白中白起泡酒,750,,"Ugni Blanc
Colombard
Folle Blanche",,,,,,"Enticing pale gold color with especially elegant, fine bubbles.
The aromas are fresh and fruity in style.
Light and crispy to the taste, Cuvée Jean-Louis is full-bodied with a long finish.

迷人的淡金颜色，充溢着极其优雅美好的气泡。清新的水果芳香。
口感轻盈爽脆，酒体饱满，回味悠长",,charles_des_fere_cremant_de_bourgogne_brut_nv.png,¥	250.00,¥	225.00,¥	270.00,¥	570.00,153%,61%,SMG,
ON,by_btl,Red,Spain,Cataluña,Priorat,,4174,2010,,Salmos-Priorat,桃乐丝圣歌红葡萄酒,750,15%,"Garnacha Tinta
Syrah
Cariñena",,92,,,,"颜色极深的暗红色。气味芬芳，有清新的矿物质气息。口感华丽圆润，但非常细腻，余味持久。这款暗红色的酒在来自法国橡木桶细腻的香料和烧烤口感的背景下，显现出果酱的味道，非常易饮。野味和红肉类菜肴。 Dark in hue and almost opaque. It is fragrant and mineral on the nose. On the palate it is luxurious and oily, but also silky and with a long finish. This darkly coloured wine is reminiscent of jam and liquorish, over a smooth spicy and toasted background, which comes from The French oak barrels. Salmos. A present day wine that speaks to us of the past. Dishes of game and red meats.",,,¥	356.00,¥	225.00,¥	270.00,¥	570.00,153%,61%,Torres,
ON,by_btl,Red,US,California,,,4254,2010,,Coppola Director's Cut Zinfandel,名导之手仙粉黛 ,750,,"Zinfandel/ 82%
Petite Sirah/ 14%
Syrah/ 4%",,,85,,,"这款优雅的仙粉黛葡萄酒经法国橡木桶中陈酿，增添了烘烤香料及香草气息，以及令人陶醉的葡萄干、朗姆酒、黑加仑和红樱桃的香气。                                    The wine is aged in French oak, which adds the essence of toasted spice and French vanilla to heady aromas of rum raisin, black currant, and red cherry.
",,,¥	326.00,¥	225.00,¥	270.00,¥	570.00,153%,61%,Torres,
ON,by_btl,Fortified,Portugal,Madeira,,,6003,NV,,Broadbent Madeira Reserve 5 Years Old,布劳本特马德拉5年珍藏利口葡萄酒,750,19%,Tinta Negra Mole,3,89,,,,"Aged in oak casks for at least 5 years. A delicious, full-bodied and rich dessert wine, with an excellent balance between sweetness and acidity.  This is produced from a blend of several Madeira grapes for complexity.

这款酒在木桶中陈年达5年以上，酒味鲜美，是一款酒体丰富而浓郁的甜酒。在甜度和酸度之间的平衡可以说是达到了完美。通过多种葡萄的混酿增加了她的复杂度
",,NVBroadbent_madeira5YO,,¥	225.00,¥	270.00,¥	570.00,153%,61%,RR,
ON,by_btl,White,New Zealand,North Island,Martinborough,,2101,2011,,Palliser Estate Sauvignon Blanc,帕利斯尔庄园长相思白葡萄酒 ,750,,Sauvignon Blanc,,,,,,"亮绿色泽明艳动人。成熟的醋栗芳香与一丝热带果香芬芳怡人。此酒优雅而又爽利，醋栗的成熟口味与热带水果口味相得益彰。回味持久，略带一丝青草味道。Brilliant light green color. Ripe gooseberries with a hint of tropical fruit on the nose. An elegant but crisp wine with ripe, gooseberry flavors on the fore palate backed by tropical fruits and a hint of grassiness that lingers on the aftertaste.

",,Palliser_Estate_Martinborough_Sauvignon_Blanc.png,¥	198.00,¥	149.00,¥	178.80,¥	390.00,162%,62%,Watsons,
ON,by_btl,Red,France,Bordeaux,Médoc,Cru Bourgeois,4010,2006,,Chateau Larose-Trintaudon,翠陶玫瑰古堡美铎高地法定产区干红葡萄酒                              ,750,,"Merlot/30% 
Cabernet sauvignon/65% 
Cabernet Franc/5% 
",,,,,,"Dark ruby colour with some purplish tints. The nose is still a little tight with some notes of fresh red fruits and vanilla. The attack in the mouth is very juicy with lots of sweetness, and overall enveloped by the fine, elegant tannins. Beautiful controlled power with an agreeable freshness.
酒体为深红宝石并咯带紫色。酒体散发紧实的鲜红果实及香草的味道。入口感觉甜美多汁，并包裹着精致的单宁。强劲的酒体于清新完美的得到了控制。",,chateau_larose_trintauix_haut_medoc_2003_x.png,¥	292.00,¥	228.00,¥	273.60,¥	570.00,150%,60%,ASC,
ON,by_btl,Red,South Africa,Western Cape,Coastal Region,Stellenbosch,4305,2008,,Meerlust Rubicon,美蕾卢比刚红葡萄酒                              ,750,,"Cabernet Sauvignon/70% 
Merlot/20%
Cabernet Franc/10%",,,,,,"A Bordeaux-style blend of Cabernet Sauvignon, Merlot and Cabernet Franc, the 2003 Meerlust Rubicon shows currant, cassis, and dark chocolate flavors and aromas with a lingering tobacco note. A strong tannic backbone is present, but balanced by the concentrated fruit flavors.  This wine is drinking beautifully now, but will cellar well for 5 or more years. 此酒系一款由加本力苏维翁、梅洛及加本力弗朗混合酿制的波尔多风格的美酒，2003年份富含葡萄干、黑醋栗及黑巧克力的口味及芳香，萦绕着一丝烟草的清香。单宁强劲，与浓郁的果味达到完美平衡。此酒即刻饮用颇为美味，也可窖藏5年或更久之后享用。
",,Meerlust_Rubicon_2001.png,¥	294.00,¥	229.00,¥	274.80,¥	580.00,153%,61%,ASC,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2102,2011,,Villa Maria Estate “Private Bin” Sauvignon Blanc(SC),新玛利庄园珍匣苏维翁白葡萄酒,750,,Sauvignon Blanc,,,86,15.5,,"Ripe gooseberry, passionfruit, fresh citrus lime and exotic herbaceous aromas;
Exciting palate with layers of juicy flavours, intensity and fullness
成熟的猕猴桃，西番莲，新鲜柑橘和异国情调的草本植物味; 
口味清爽，果味丰满多汁，余味清新明快",,Villa_Maria_PB_Sauvignon_Blanc.png,¥	129.00,¥	116.00,¥	139.20,¥	360.00,210%,68%,SMG,
ON,by_btl,Red,Germany,Pfalz,,,4188,2009,,Schneider Blackprint Red Wine Cuvee,马库斯-施耐德黑标特酿红葡萄酒,750,,,,,,,,,,,,¥	230.00,¥	276.00,¥	580.00,152%,60%,GFW,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4208,2011,,"Torbreck Old Vines GSM – Grenache, Shiraz, Mourvèdre   ",托布雷酒园老藤红葡萄酒,750,14.50%,"Grenache/44%
Shiraz/34%
Mourvèdre/12%",,,,,,"此酒呈深红色，富有成熟的樱桃味、香料、黑醋栗和花莲闻香。口感丰富，酒质幼滑如丝，带有阵阵微妙的压碎樱桃、李子和泥土气息，单宁成熟柔和。
Deep garnet red with flickers of purple, the wines high-toned aromas of black cherries, five spice, crème de cassis and spring flowers. The palate offers a soft latent richness and silken-like texture with subtle notes of crushed cherries, dorris plum and earth - all neatly wound by a taught spine of acidity and ripe supple tannins.",,Torbreck_old_vines_GMS.png,¥	270.00,¥	230.00,¥	276.00,¥	580.00,152%,60%,LKS,
ON,by_btl,Red,Australia,South Australia,,,4215,2010,,Penfolds Bin 8 Cabernet Shiraz,奔富酒园BIN8加本力设拉子干红葡萄酒                              ,750,,"Cabernet Sauvignon
Shiraz
",,,,,,"Black cherry, dark chocolate and cherry liqueur on the nose. Across the palate, splashes of chocolate and mint combine with hints of rosemary and warmed spice. Some toasty notes are evident from the balanced, integrated oak. Flavors of black cherry and dark chocolate combine with black olive and spicy fruit-cake tones. Full flavored, velvety tannins enhance the long, sweet fruit finish. 
Enjoy with beef, pizza, lamb or game. 
黑樱桃、黑巧克力与樱桃酒的香气颇为诱人。巧克力、薄荷的口味与些许迷迭香、香料气息交织融合。土司的芳香在和谐完整的橡木香气衬托下充分显现。黑樱桃、黑巧克力味道与黑橄榄、果料蛋糕口味十分和谐。单宁柔和，突出了持久回味及甜润的果香。
搭配牛肉、比萨、羊肉或野味十分可口。",,penfolds_bin_8_nv.png,¥	230.00,¥	230.00,¥	276.00,¥	580.00,152%,60%,ASC,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2103,2012,,Kim Crawford Marlborough Sauvignon Blanc,马博罗白苏维翁白葡萄酒                              ,750,,Sauvignon Blanc,,,89,,,"Pale straw color with touches of green. Characters of cut grass and tropical fruits are dominant on the nose. Unfolds with flavors of passion fruit, gooseberry and subtle herbaceousness. The wine is mouthfilling with good texture and finishes well with cleansing acidity and great length. 
Ideally suited to asparagus, oysters and summer salads.
淡雅的稻黄色酒体掩映出绿色光泽。散发着青草的气息与热带水果的芳香。西番莲果，醋栗口味，并略带稀薄的草木香口感。 酒体质地完美，酸度适中，回味持久。
搭配芦笋、牡蛎和夏天沙拉十分理想。


",,Kim_Crawford_Marlborough_Sauvignon_Blanc_nv.png,¥	176.00,¥	138.00,¥	165.60,¥	390.00,183%,65%,ASC,
