Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,image_id,enoteca_price,Source,trade_price,real_cost,,cellar_price,年份,期初存货,购入数量汇总,销售量汇总by bottle,销售数量汇总by glass,销售数量汇总tasting flights,内部调货数量汇总-兕维,损耗数量汇总,库存数量,实盘数量,存储位置,送货单单价,供应商供货总价,内部调货金额汇总兕维,销售成本,存货,AL+AM,Total real_cost,Total enoteca_price,销售单价  by bottle,销售单价 by glass,销售单价tasting flights,损耗金额汇总表,销售额汇总表,备注,购货价比对,库存比对,,盘存状态,
ON,by_btl,Red,France,Bordeaux,St. Emilion,,4034,2010,Château Barrail du Colombier Cuvée traditionelle,巴赫古堡窖藏干红葡萄酒,750,,,,,,,,,,¥490.00,SCH,¥258.00,¥193.00,,¥241.25,2010,0,5,2,0,0,0,0,3,,G2,193,965,0,386,579,965,¥965,¥980,1470,0,0,0,980,,T,F,F,Y,
ON,by_btl,Red,France,Bordeaux,St. Emilion,,4035,2009,"Château de Lisse, Saint Emilion, Grand Cru",丽榭古堡圣爱美浓头等苑法定产区干红葡萄酒                              ,750,,"Merlot/75%
CabernetSauvignon /15%
Cabernet Franc/10%
",,,,,,"This wine boasts a ruby robe with black tints. Displays aromas of ripe blackcurrant, plum and vanilla. A full, dense mouth-feel ensures richness and body.
Enjoyed with rich flavored meat and vegetable dishes.
这支酒呈红宝石色，泛黑色光泽，带有成熟黑醋栗、李子和香草的香味，丰富醇厚的口感保证了酒体的饱满，搭配带浓郁口感的肉类及蔬菜十分合适。",chateau_de_lisse_st_emilion_gc.png,¥560.00,ASC,¥286.00,¥223.00,,¥278.75,2009,0,3,0,0,0,0,1,2,,E2,223,669,0,0,446,669,¥669,¥0,0,0,0,223,0,,T,F,T,Y,
ON,by_btl,Red,France,Bordeaux,St. Emilion,,4036,2010,Château Franc Petit Figeac St. Emilion AOC ,古堡毕特红葡萄酒 ,750,13.50%,"
Cabernet Sauvignon/35%
Cabernet Franc/35%
Merlot/30%",,,,,,"此酒是圣爱美浓区之好酒，色泽圆润、带有黑加仑子及浆果味，可与任何肉类共尝。
This is definitely one of the top wines from St. Emilion, the wines is full of flavours of currant, berries. A smoky elegant wine that goes perfect with all meals.",Chateau_Franc_petit_Figaec.png,¥600.00,LKS,¥280.00,¥238.00,,¥297.50,2010,0,3,1,0,0,0,0,2,,F2,238,714,0,238,476,714,¥714,¥600,2400,0,0,0,600,,T,F,F,Y,
ON,by_btl,Red,France,Bordeaux,Lalande de Pomerol,,4037,2011,"Château Jean Gue, Lalande de Pomerol AOC",尚如古堡拉兰德庞马洛法定产区干红葡萄酒                              ,750,,"Cabernet Sauvignon
Merlot",,,,,,"Pleasant blackberry character, with hints of vanilla and fresh herbs. Medium-bodied, with fine tannins and a clean finish.
宜人的黑莓香气带着一丝香草及清新草本的味道，中等酒体，单宁细致良好且余味清新。",chateau_jean_cue_lalande_de_pomerol_2011.png,¥430.00,ASC,¥218.00,¥170.00,,¥212.50,2011,0,3,1,0,0,0,0,2,,G3,170,510,0,170,340,510,¥510,¥430,430,0,0,0,430,,T,F,F,Y,
ON,by_btl,Red,France,Bordeaux,Blaye,,4038,2009,Chateau Grand Moulin Cotes de Blaye,大磨坊酒庄红葡萄酒,750,13.00%,"Merlot/70% 
Cabernet Sauvignon/25%
Cabernet Franc/5%",,,,,,Aromas of ripe fruits harmoniously blend with roasted notes. This wine is soft with elegant tannins. It can be drunk immeidately but will age for 4-5 years,,¥360.00,KER,¥125.00,¥111.00,,¥138.75,2009,0,3,0,0,0,0,0,3,,D3,111,333,0,0,333,333,¥333,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4039,2009,Cave de Lugny Bourgogne Pinot Noir,吕尼酒窖勃艮第黑皮诺红葡萄酒,750,12.50%,Pinot Noir/100% ,,,,,,"外观：清透，呈宝石红并泛有光泽;酒香：散发淡淡的红果和黑果混合香气和香料味;口感：酒体浓厚度中等，带有红果和甘草味道，清新宜人。
VISUAL:clear and shiny ruby red
NOSE: subtle aromas of red and black fruits (raspberry and blackcurrant) with notes of spices
PALATE:medium-body, with notes of red fruits and liquorice, with a fresh finish",cave_de_lugny_bourgogne_pinot_noir.png,¥290.00,Tohzen,¥118.00,¥75.00,,¥93.75,,0,6,0,0,0,0,1,5,,N1,75,450,0,0,375,450,¥450,¥0,0,0,0,75,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4040,2009,Louis Jadot Bourgogne Pinot Noir,路易亚都世家勃根蒂黑皮诺法定产区干红葡萄酒                              ,750,,Pinot Noir/100% ,,,,,,"It offers a color of medium intensity, purplish in its youth changing to ruby and then gamet, after several years in the bottle. It is harmonious and balanced, with a plump fruitiness and silky texture offset by round, gentle tannins in a wine of medium body and elegant structure. The very typical, fragrant varietal bouquet is complemented by a deliciously lingering finish.
With this wine, you can enjoy grilled or boiled red meats, roasts, mild game, soft cheeses like Camembert and Brie.
此酒颜色中等, 年轻时呈现紫色，稍长后则转为红宝石色，装瓶几年后则变为深石榴红色。酒体和谐平衡，具有浓郁的果香，中等、优雅的酒体加上圆润柔和的单宁，带来了柔顺的口感。酒香则为典型的优雅芳香，余味十分持久，可口。",Louis_Jadot_bourgogne_pinot_noir.png,¥390.00,ASC,¥188.00,¥147.00,,¥183.75,2009,0,3,2,0,0,0,1,0,,,147,441,0,294,0,441,¥441,¥780,1560,0,0,147,780,,T,T,F,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4041,2010,Louis Latour Bourgogne Pinot Noir,路易乐图布根地黑皮诺红葡萄酒,750,,Pinot Noir/100% ,,,,,," 在闪亮的深红色酒裙下,此酒向我们尽情展现黑皮诺葡萄的精彩.美味黑樱桃的果香伴随着幽幽的动物性香气,在口中单宁细腻且十分持久,现在恰逢最佳饮用期",,¥420.00,PRC,¥188.00,¥191.00,,¥238.75,,0,2,1,0,0,0,0,1,,B3,191,382,0,191,191,382,¥382,¥420,1680,0,0,0,420,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4042,2009,Laleure Piot Burgogne Pinot Noir,丽朗碧奥庄园勃艮第黑品乐红葡萄酒,750,,Pinot Noir,,,,,,"有一个新鲜的和开放的花香味道扑鼻而来。在口感上,它是令人愉快的和柔软的。单宁柔滑和紧密。
This Bourgogne Pinot Noir 2009 has a fresh and open nose with floral notes. On the palate, it is pleasant and supple. Tannins are silky and well integrated.",,¥540.00,Watsons,¥288.00,¥216.00,,¥270.00,2009,0,6,0,0,0,0,0,6,,丙1,216,1296,0,0,1296,1296,"¥1,296",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4043,2009,Bachelet Monnot Bourgogne Rouge,巴舍穆诺庄园勃艮第红葡萄酒,750,,Pinot Noir,,,,,,"清楚经典地展现了勃艮第的风味,黑色水果和恰到好处的橡木气息。                                                                         Clear classic flavour of the Burgundy and black fruit and oak flavor 
",Bachelet_Monnot_Bourgogne_Pinot_Noir.png,¥620.00,Watsons,¥330.00,¥248.00,,¥310.00,2009,0,6,0,0,0,0,0,6,,丙2,248,1488,0,0,1488,1488,"¥1,488",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4044,2010,Domaine de la Vougeraie Pinot Noir Terres de Famille ,弗格雷特酒庄黛丝家族黑皮诺红葡萄酒,750,,Pinot Noir,,,,,,"柔顺细腻、展现出黑品诺的细致，可口结构感强具有新鲜、明亮、                                                                     Smooth and exquisite, show a black pinot is meticulous, delicious strong structure with a fresh, bright,",Domaine_Vougeraie_Pinot_Noir_Terres.png,¥630.00,Watsons,¥320.00,¥250.00,,¥312.50,2010,0,12,3,0,0,0,0,9,,R9,250,3000,0,750,2250,3000,"¥3,000","¥1,890",1260,0,0,0,1890,,T,F,F,Y,
ON,by_btl,Red,France,Bourgogne,Bourgnone Rouge,,4045,2010,Leroy Bourgogne Rouge,勒桦酒庄勃根蒂法定产区红葡萄酒  ,750,,Pinot Noir/100% ,,,,,,"Clear light red color, with a brick red hue. The nose has pleasing aromas of strawberries, tobacco and earth. The palate shows sour cherries and tobacco, with high astringency. Medium length with some tannin.  
清澈的砖红色酒体，带有草莓，烟草和泥土的芳香。口感中充满着浓郁的酸樱桃和烟草味。余味和丹宁中长。",leroy_bourgogne_rouge_2001.png,¥750.00,ASC,¥384.00,¥299.00,,¥373.75,,0,9,3,0,0,0,0,6,,"R3,7",299,2691,0,897,1794,2691,"¥2,691","¥2,250",3000,0,0,0,2250,,T,F,F,Y,
OFF,by_btl,Red,France,Bourgogne,Côte de Nuits,Côte de Nuits-Villages,4046,2011,Joseph Drouhin Côte de Nuits-Villages ,约瑟夫杜鲁安努伊村红,750,,Pinot Noir/100%,,,,,,"It has a beautiful, luminous ruby colour.On the nose, flavours of wild cherry, liquorice and other spices can be detected.Firm,fruity and well balanced.
亮丽的红宝石色。带有野樱桃、甘草和其它香料的淡淡香气。单宁强劲、果味浓郁，酒体均衡。",,¥590.00,Torres,¥337.00,¥236.00,,¥295.00,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Fixin Premier Cru,4047,2009,Domaine Méo-Camuzet Fixin 1er Cru Clos du Chapitre,凯慕思庄园菲尚-卓彼特一级葡萄园红葡萄酒,750,13%,Pinot Noir,,,,,88-91,"Reduction hides the nose though there is good energy to the lightly mineral-inflected middle weight flavors that possess a rich but detailed, balanced, focused and linear finish. A delicious effort that needs to develop more overall depth to reach the top end of my estimated range",,"¥1,280.00",KER,¥547.00,¥530.00,,¥662.50,2009,0,2,0,0,0,0,0,2,,"x1,2",530,1060,0,0,1060,1060,"¥1,060",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Gevrey-Chambertin,4048,2010,Domaine de la Vougeraie Gevrey Chambertin,弗格雷特酒庄杰弗瑞香贝天红葡萄酒,750,,Pinot Noir,,,,,,"不同的香味来源红色和深色浆果,是朴实的,结构感强具有新鲜、明亮、柔软和详细的口味相对优质的单宁支撑,而以线性的,精力充沛的和持久的。这是真的很漂亮,值得品尝。                                                                                         A completely different nose of red and dark berry fruit that is earthy, sauvage and mildly rustic is followed by fresh, bright, supple and detailed flavors underpinned by relatively fine tannins that culminate in a linear, sappy and persistent finish. This is really quite pretty and worth a look.

",domaine_vougeraie_gevrey_chambertin_2006.png,"¥1,020.00",Watsons,¥518.00,¥408.00,,¥510.00,2010,0,3,0,0,0,0,0,3,,R8,408,1224,0,0,1224,1224,"¥1,224",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Gevrey-Chambertin,4049,2008,Louis Jadot Gevrey-Chamertin,路易亚都世家热弗雷香贝坦法定产区干红葡萄酒                              ,750,,Pinot Noir/100% ,,,,,,"Jadot Chevrey-Chambertin shows the qualities characteristic of the commune: deep color, with a multi faceted berry and red fruit bouquet, a full, tannic structure and mellow texture carry into a lasting finish.
This powerful and perfumed wine requires elaborate and strong tasting food: leg of mutton, boeuf bourguignon, strong cheeses...
这支路易热弗雷香贝坦融合了多种特色：深色色泽，混合浆果及红果的多层次酒香，酒体含有丰富的单宁，以及延续至余味的醇美口感。
这款强劲有力且香味十足的酒适合搭配精细且口味重的食物：譬如羊腿，红酒炖牛肉及重乳酪。",Louis_jadot_gevrey_chambertin_2006.png,"¥1,270.00",ASC,¥650.00,¥507.00,,¥633.75,2008,0,2,1,0,0,0,0,1,,R8,507,1014,0,507,507,1014,"¥1,014","¥1,270",5080,0,0,0,1270,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Charmes-Chambertin Grand Cru,4050,2009,Domaine Vincent Girardin Charmes-Chambertin Grand Cru,文森乔丹夏姆-香贝丹特级葡萄园红葡萄酒,750,,Pinot Noir,5,,,,,"The nose is rich, aromatic and elegant. In the mouth it is delicate, and finished with silky tannins.佳酿酒香浓郁、芬芳并且优雅。口感精致，余韵有着丝般的单宁。",,"¥2,600.00",KER,"¥1,298.00","¥1,260.00",,"¥1,575.00",2009,0,1,0,0,0,0,0,1,,d7,1260,1260,0,0,1260,1260,"¥1,260",¥0,0,0,0,0,0,,T,F,T,Y,
OFF,by_btl,Red,France,Bourgogne,Côte de Nuits,Chambertin Grand Cru,4051,2007,Bouchard Père et Fils Chambertin Grand Cru,宝尚父子香贝廷红葡萄酒,750,,Pinot Noir,5,93,,,,"Deep ruby colour with purple shades. Intense nose combining flavours of stewed fruit, liquorice and undergrowth. The mouth is rich, generous and full-bodied with a lingering spicy and oaky finish. A very great wine.
深宝石红色并带有紫色旋影。香气浓郁，浆果蜜饯、甘草和殷润青苔味交织其间。口感饱满，橡木辛香萦绕不绝，是一款伟大的勃艮第佳酿
",Bourchard_Chambertion_GC.png,"¥3,900.00",SMG,"¥2,290.00","¥1,947.00",,"¥2,433.75",,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Chambolle-Musigny,4052,2004,Domaine Méo-Camuzet Chambolle-Musigny,凯慕思庄园香波-木西尼红葡萄酒,750,13.50%,Pinot Noir,,,,,,,Meo_Camuzet_chambolle_musigny_2004.png,"¥1,310.00",KER,¥688.00,¥655.00,,¥818.75,2004,0,1,0,0,0,0,0,1,,x3,655,655,0,0,655,655,¥655,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Vougeot Grand Cru,4053,2010,Domaine de la Vougeraie Clos de Vougeot,弗格雷特酒庄克洛斯弗格红葡萄酒,750,,Pinot Noir,5,93-95,,,,"干红深浓的酒液散发着复杂浓郁的花香，有玫瑰的香气和紫罗兰的芬芳，品一口，细腻优雅的口感以及肥硕圆润的酒体使葡萄酒透露着丰满与柔滑。            Deep red colour with rich in The sweet smell of the fragrance of roses and violets

",Domaine_Vougeraie_clos_vougeot_grand_cru.png,"¥2,360.00",Watsons,"¥1,488.00","¥1,180.00",,"¥1,475.00",2010,0,2,0,0,0,0,0,2,,R9,1180,2360,0,0,2360,2360,"¥2,360",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Echezeaux Grand Cru,4054,2007,Bouchard Père et Fils Echezeaux Grand Cru,宝尚父子埃雪索红葡萄酒,750,,Pinot Noir,4.5,,92,,,"Garnet colour with brown and purple shades. Deep nose developing flavours of liquorice and black fruit. Full-bodied, rich and ample to the palate, with racy tannins. A great wine.
石榴红色泽带有棕紫色旋影。香气浓郁幽深，教会着层层甘草和黑色浆果味。酒体饱满馥郁，口感殷实，单宁舒柔。是一款伟大的酒
",Bouchard_Echezeaux_GC.png,"¥2,900.00",SMG,"¥1,680.00","¥1,428.00",,"¥1,785.00",2007,0,1,0,0,0,0,0,1,,R8,1428,1428,0,0,1428,1428,"¥1,428",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Echezeaux Grand Cru,4055,2006,Domaine de la Romanee-Conti Echezeaux Grand Cru,罗曼尼康帝-依瑟索特级园,750,,Pinot Noir,5,92,,,,,,"¥19,800.00",KIN,"¥4,200.00","¥5,208.00",,"¥6,510.00",2006,0,1,0,0,0,0,0,1,,,5208,5208,0,0,5208,5208,"¥5,208",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Echezeaux Grand Cru,4056,2003,Domaine de la Romanee-Conti Echezeaux Grand Cru,罗曼尼康帝-依瑟索特级园,750,,Pinot Noir,5,95,,,,,,"¥23,800.00",KIN,,"¥8,000.00",,"¥10,000.00",2003,0,1,0,0,0,0,0,1,,p4,8000,8000,0,0,8000,8000,"¥8,000",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Echezeaux Grand Cru,4057,2006,Domaine de la Romanee-Conti Grands Echezeaux Grand Cru,罗曼尼康帝-大依瑟索特级园,750,,Pinot Noir,5,92,,,,,,"¥24,800.00",KIN,"¥6,500.00","¥8,060.00",,"¥10,075.00",2006,0,1,0,0,0,0,0,1,,o4,8060,8060,0,0,8060,8060,"¥8,060",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Romanee-Saint-Vivant Grand Cru,4058,2006,Domaine de la Romanee-Conti Romanee-Saint-Vivant Grand Cru,罗曼尼康帝-罗曼尼圣维望特级园,750,,Pinot Noir,5,95,,,,,,"¥26,800.00",KIN,"¥8,488.00","¥10,525.12",,"¥13,156.40",2006,0,1,0,0,0,0,0,1,,r4,10525.12,10525.12,0,0,10525.12,10525.12,"¥10,525.12",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Richebourg Grand Cru,4059,2006,Domaine de la Romanee-Conti Richebourg Grand Cru,罗曼尼康帝-李其堡特级园,750,,Pinot Noir,5,93,,,,,,"¥29,800.00",KIN,"¥8,888.00","¥11,021.12",,"¥13,776.40",2006,0,1,0,0,0,0,0,1,,s4,11021.12,11021.12,0,0,11021.12,11021.12,"¥11,021.12",¥0,0,0,0,0,0,,T,F,T,Y,
OOS,by_btl,Red,France,Bourgogne,Côte de Nuits,Richebourg Grand Cru,4060,1997,Domaine de la Romanee-Conti Richebourg Grand Cru,罗曼尼康帝-李其堡特级园,750,,Pinot Noir,5,93,,,,,,"¥21,800.00",KIN,,"¥9,000.00",,"¥11,250.00",1997,0,1,1,0,0,0,0,0,,,9000,9000,0,9000,0,9000,"¥9,000","¥21,800",87200,0,0,0,21800,,T,T,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,La Tâche Grand Cru,4061,2006,Domaine de la Romanee-Conti La Tâche Grand Cru Monopole,罗曼尼康帝-拉塔希特级园,750,,Pinot Noir,5,94,,,,,,"¥39,800.00",KIN,"¥11,100.00","¥13,764.00",,"¥17,205.00",2006,0,1,0,0,0,0,0,1,,t4,13764,13764,0,0,13764,13764,"¥13,764",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Romanée Conti Grand Cru,4062,2006,Domaine de la Romanee-Conti Romanee-Conti Grand Cru,罗曼尼康帝-罗曼尼康帝特级园,750,,Pinot Noir,5,98,,,,,,"¥156,800.00",KIN,"¥36,800.00","¥45,632.00",,"¥57,040.00",2006,0,1,0,0,0,0,0,1,,u4,45632,45632,0,0,45632,45632,"¥45,632",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Nuits-Saint-Georges,4063,2009,Bouchard Père & Fils Nuits-Saint-Georges,宝尚父子圣乔治之夜红葡萄酒,750,,Pinot Noir,,,88,,,"Intense aromas of berry fruit and spice. Rich, tannic and well structured, this wine develops additional roundness after several years in bottle. Good ageing potential.
香气浓郁充满浆果味和辛辣味。酒体饱满，单宁结实，结构感强，是一款需要多年瓶储，假以时日能有更多惊喜的酒，陈化潜力优秀

",Bouchard_NSG.png,"¥1,170.00",SMG,¥550.00,¥468.00,,¥585.00,2010,0,2,0,0,0,0,0,2,,R8,468,936,0,0,936,936,¥936,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Beaune,Côte de Beaune Villages,4064,2009,Louis Jadot Côte de Beaune Villages,路易亚都世家布蒙之谷村法定产区干红葡萄酒                              ,750,,Pinot Noir/100% ,,,,,,"It is a young and fruity wine with aromas of red fruits and cherries. With a delicate structure and soft tannins, it will perfectly match with light dishes, wine sauce dishes or soft white cheeses.
此酒是一款年轻的带有红色水果及樱桃香味的葡萄酒。结构优雅，单宁顺滑。 与口味清淡的菜肴，葡萄酒佐料的食物以及软白乳酪搭配十分完美。",Louis_Jadot_Cote_de_beaune_villages.png,¥590.00,ASC,¥302.00,¥236.00,,¥295.00,2009,0,2,1,0,0,0,0,1,,R9,236,472,0,236,236,472,¥472,¥590,2360,0,0,0,590,,T,F,T,Y,
OFF,by_btl,Red,France,Bourgogne,Côte de Beaune,Beaune Premier Cru,4065,2008,"Bouchard Père et Fils ""Beaune du Château"", AOC Beaune 1er Cru (D) ",宝尚父子博恩古堡红葡萄酒,750,,Pinot Noir,,89,,,,"Ruby colour with purple shades. Delicately perfumed bouquet of red fruit and spices. Fleshy and round mouth, with elegant structure. A nice wine.
宝石红色带有紫色旋影，香气精巧细致包含丰富的红色浆果和香料味。口感圆润多汁，结构优雅，是一款非常棒的酒
",Beaune_Du_Chateau_PremierCru_Bouchard.png,¥880.00,SMG,,¥351.00,,¥438.75,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Beaune,Beaune Premier Cru,4066,2008,"Bouchard Père et Fils ""Vigne de l'Enfant Jesus"", Beaune AOC Les Greves 1er Cru (D) ",宝尚父子小耶稣红葡萄酒,750,,Pinot Noir,5,93,90,17.5,,"Superb fruit and spice aromas with an oaky note. Intense, full and yet delicate on the palate, the wine has a charming velvetiness. Very good ageing potential.
优异的果香和辛香并带有明显的橡木味，口感浓郁，饱满而不失精细，迷人的丝绒质地令人垂涎，陈化潜力巨大
",Beaune_Grèves_Vignes_de_l'Enfant_Jésus_Bouchard.png,"¥2,380.00",SMG,"¥1,400.00","¥1,190.00",,"¥1,487.50",2008,0,1,0,0,0,0,0,1,,R8,1190,1190,0,0,1190,1190,"¥1,190",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Beaune,Savigny-Lés-Beaune Premier Cru,4067,2010,Domaine de la Vougeraie Savigny Les Beaune Les Marconnets,弗格雷特酒庄西万尼伯恩马孔尼红,750,,Pinot Noir,,,,,,"柔顺细腻、展现出黑品诺的细致，可口结构感强具有新鲜、明亮、                                                                     Smooth and exquisite, show a black pinot is meticulous, delicious strong structure with a fresh, bright,
",Domaine_Vougeraie_savigny_les_beaunes_les_marconnets.png,¥830.00,Watsons,¥425.00,¥332.00,,¥415.00,2010,0,3,2,0,0,0,0,1,,R9,332,996,0,664,332,996,¥996,"¥1,660",3320,0,0,0,1660,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Beaune,Pommard,4068,2010,Domaine Vougeraie Pommard Les Petits Noizons,弗格雷特酒庄波玛小诺松红葡萄酒,750,,Pinot Noir,,,,,,"亮紫红色，带有腌制樱桃、矿物、烟肉等香味，优雅浓郁，单宁柔滑怡人，入口优雅而多汁                            Bright purple, with pickled cherry, minerals, such as bacon fragrance, elegant and rich, silky tannins pleasantly, entrance is elegant and juicy",Domaine_Vougeraie_Pommard_les_petits_noizon.png,"¥1,070.00",Watsons,¥538.00,¥425.00,,¥531.25,2010,0,3,0,0,0,0,0,3,,R8,425,1275,0,0,1275,1275,"¥1,275",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Beaune,Volnay Premier Cru,4069,2006,F. Parent Volnay 1er Cru Les Fremiets,帕瑞特   沃尔奈一级苑伏尔麦红葡萄酒,750,13.00%,Pinot Noir,,,,,,"一款强劲的红葡萄酒，拥有成熟的樱桃和干葡萄味及紧实的单宁，带来辛辣的余韵。Wine Spectator, 2006 87分“ A powerful red, with ripe cherry, red currant and beefy tannins to match… with a spicy aftertaste.” – 87points, Wine Spectator, 2006",,"¥1,320.00",TWR,"¥1,100.00",¥660.00,,¥825.00,2006,0,1,0,0,0,0,0,1,,R4,660,660,0,0,660,660,¥660,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte de Beaune,Santenay,4070,2009,Domaine Vincent Girardin Santeney “Vielles Vignes”,文森乔丹桑特奈老藤红葡萄酒,750,12.00%,Pinot Noir,,,,,,The Santenay is a well-built wine. It has the aroma of strawberry with characteristics of chestnut and dried plum.此款圣德利佳酿结构良好。有着草莓的香气和栗子以及干梅的特质。,,¥600.00,KER,¥255.00,¥240.00,,¥300.00,2009,0,2,0,0,0,0,0,2,,l2m5,240,480,0,0,480,480,¥480,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,France,Bourgogne,Côte Chalonnaise,Mercurey Rouge,4071,2008,Cave de Lugny Mercurey,吕尼酒窖梅克雷红葡萄酒,750,13.00%,Pinot Noir/100% ,,,,,,"外观：深红色
酒香：浓郁红果（草莓、山莓和樱桃）和黑果（黑加仑子）香气，并带有香料味道。
口感：酒体浑厚、层次分明，该酒拥有明显的地域特征，带有美味果味和顺滑丹宁味。
VISUAL:deep and intense ruby red
NOSE: intense aromas of red fruits (strawberry, raspberry and cherry), black fruits (blackcurrant) with notes of spices
PALATE:full-bodied wine with structure, this wine is a loyal representative of its appellation, with delicious fruits notes combined with satin-textured tannins.",cave_de_lugny_mercurey.png,¥430.00,Tohzen,¥299.00,¥170.00,,¥212.50,,0,3,1,0,0,0,0,2,,H2,170,510,0,170,340,510,¥510,¥430,1720,0,0,0,430,,T,F,T,Y,
OFF,by_btl,Red,France,Bourgogne,Beaujolais,,4072,2011,Joseph Drouhin Beaujolais Villages,约瑟夫杜鲁安博若莱村酿红,750,,Gamay/100%,,,,,,"The wine has a bright purple colour.A very intense nose, reminiscent of violets, peonies and red berries.On the palate, it has a silky smoothness, and its delicious fruit lingers for a long time.Beaujolais Villages is very versatile with all kinds of food, even spicy.
呈亮丽的紫色。酒香浓郁，使人联想到紫罗兰、牡丹和红樱桃的清香。口感顺滑，宜人的果味在余味中持久飘香。博若莱村酿适于搭配任何食物，甚至是辣味菜肴。",,¥350.00,Torres,¥140.00,¥98.00,,¥122.50,,0,0,0,0,0,0,0,0,,,240,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
OFF,by_btl,Red,France,Bourgogne,Beaujolais,Moulin-À-Vent,4073,2010,Roux Père & Fils Moulin A Vent AOC,胡氏父子风车磨坊,750,13.00%,Gamay,,,,,,"Color: Deep Garnet red
Nose: The nose combines perfumes of black fruits and floral scents of autumn.
Palate: Full and fleshy with flavors of morello cherries and prunes. It is a very rich, well balanced wine.
色泽：深石榴红色
香气：充满着黑色浆果和花香。
口感：酸樱桃和西梅的味道，入口圆润而且非常平衡。",2010_roux_moulinavent.png,¥420.00,EMW,¥185.00,¥165.00,,¥206.25,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,¥0,¥0,0,0,0,0,0,,T,T,T,Y,
ON,by_btl,Red,France,Bourgogne,Beaujolais,,4074,2009,"Château des Jacques Cru Morgon AOC, Louis Jadot",路易亚都世家雅克城堡摩根法定产区干红葡萄酒                              ,750,,Gamay/100%,,,,,,"With a deep sherry color, developing walnut and little red fruits aromas, this wine has silky tannins that will help him to age.
It will be a perfect partner for charcuteries, italian foods, red and white meats when young. Getting older, it will match perfectly with game.
此酒具有如雪利酒般的深色色泽，带有胡桃木及小型红色果实的香味，如丝般柔顺的单宁令陈年后的酒更具魅力。此酒年轻时适宜搭配熟食，意大利美食及红白肉类。陈年后与野味则有着完美的搭配。",Louis_Jadot_Morgon.png,¥510.00,ASC,¥258.00,¥201.00,,¥251.25,2009,0,3,1,0,0,0,0,2,,R6,201,603,0,201,402,603,¥603,¥510,1530,0,0,0,510,,T,F,T,Y,
